favour,"n. 偏爱；赞同；善行
vt. 赞成；喜爱；有助于"
venue,n. 审判地；犯罪地点；发生地点；集合地点
dislodge,"vt. 逐出，驱逐；使……移动；用力移动
vi. 驱逐，逐出；离开原位"
equator,n. 赤道
undoubtedly,adv. 确实地，毋庸置疑的
unique,"n. 独一无二的人或物
adj. 独特的，稀罕的； 唯一的，独一无二的"
appliance,n. 器具；器械；装置
credibility,n. 可信性；确实性
exhaust,"n. 排气；废气；排气装置
vt. 排出；耗尽；使精疲力尽；彻底探讨
vi. 排气"
germ,"n.  胚芽，萌芽；细菌
vi. 萌芽"
reflective,adj. 反射的；反映的；沉思的
scout,"n. 搜索，侦察；侦察员；侦察机
vt. 侦察；跟踪，监视；发现
vi. 侦察；巡视；嘲笑"
churn,"n. 搅乳器
vt. 搅拌；搅动
vi. 搅拌；搅动"
domesticate,"vt. 驯养；教化；引进
vi. 驯养；使习惯于或喜爱家务和家庭生活"
coincidence,n. 巧合；一致；同时发生
necessity,n. 需要；必然性；必需品
ongoing,"adj. 不间断的，进行的；前进的
n. 前进；行为，举止"
minister,"n. 部长；大臣；牧师
vi. 执行牧师职务；辅助或伺候某人"
remains,n. 残余；遗骸
particle,n. 颗粒； 质点；极小量；小品词
usher,"n. 引座员，带位员；接待员；门房
vi. 作招待员；当引座员
vt. 引导，招待；迎接；开辟"
quiver,"n. 颤抖；箭袋；震动
vi. 颤抖；振动
vt. 使…颤动；抖动"
seclusion,n. 隔离；隐退；隐蔽的地方
revolution,n. 革命；旋转；运行；循环
preconception,n. 偏见；先入之见；预想
jungle,"n. 丛林，密林；危险地带
adj. 丛林的；蛮荒的"
identify,vt. 确定；鉴定；识别，辨认出；使参与；把…看成一样 vi. 确定；认同；一致
limp,"adj. 柔软的，无力的；软弱的
vi. 跛行，一拐一拐地走；缓慢费力地前进
n. 跛行"
manifestation,n. 表现；显示；示威运动
insulation,n. 绝缘；隔离，孤立
tedious,adj. 沉闷的；冗长乏味的
underestimate,"n. 低估
vt. 低估；看轻"
autocratic,adj. 专制的；独裁的，专横的
prevalence,n. 流行；普遍；广泛
democratic,adj. 民主的；民主政治的；大众的
multiply,"vt. 乘；使增加；使繁殖；使相乘
vi. 乘；繁殖；增加
adv. 多样地；复合地
adj. 多层的；多样的"
cargo,n. 货物，船货
subsequent,adj. 后来的，随后的
abode,"n. 住处；营业所
v. 遵守；停留；忍受（abide的过去分词）"
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
inadequate,adj. 不充分的，不适当的
envious,adj. 羡慕的；嫉妒的
stagnate,"vt. 使淤塞；使沉滞；使萧条
vi. 停滞；淤塞；变萧条"
precondition,"n. 前提；先决条件
vt. 预处理；事先准备"
superiority,n. 优越，优势；优越性
welfare,"n. 福利；幸福；福利事业；安宁
adj. 福利的；接受社会救济的"
characteristic,"n. 特征；特性；特色
adj. 典型的；特有的；表示特性的"
souvenir,"n. 纪念品；礼物
vt. 把…留作纪念"
comparable,adj. 可比较的；比得上的
scrub,"n. 矮树；洗擦；擦洗者；矮小的人（或物）
vt. 用力擦洗；使净化
vi. 擦洗；进行手臂消毒
adj. 矮小的；临时凑合的；次等的"
adhesive,"n. 粘合剂；胶黏剂
adj. 粘着的；带粘性的"
demolish,vt. 拆除；破坏；毁坏；推翻；驳倒
stipulate,"adj. 有托叶的
vi. 规定；保证
vt. 规定；保证"
up-to-date,adj. 最新的，最近的；现代的，新式的
tricky,adj. 狡猾的；机警的
barrier,"n. 障碍物，屏障；界线
vt. 把…关入栅栏"
grand,"n. 大钢琴；一千美元
adj. 宏伟的；豪华的；极重要的"
antipode,n. 正相反的事物； 对映体
wholesome,adj. 健全的；有益健康的；合乎卫生的；审慎的
prevalent,adj. 流行的；普遍的，广传的
enthusiasm,n. 热心，热忱，热情
desirable,"n. 合意的人或事物
adj. 令人满意的；值得要的"
contingency,n. 偶然性； 意外事故；可能性； 意外开支；偶然式
estimate,"n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价
vi. 估计，估价"
demographic,adj. 人口统计学的；人口学的
advisable,adj. 明智的，可取的，适当的
hemisphere,n. 半球
reasonable,adj. 合理的，公道的；通情达理的
sustenance,n. 食物；生计；支持
signpost,n. 路标；指示牌
secrete,vt. 藏匿；私下侵吞；分泌
lever,"n. 杠杆；控制杆
vt. 用杠杆撬动；把…作为杠杆
vi. 用杠杆撬"
saturate,"adj. 浸透的，饱和的；深颜色的
vt. 浸透，使湿透；使饱和，使充满"
fertiliser,n. 化肥（等于fertilizer）
proponent,n. 支持者；建议者；提出认证遗嘱者
rectangle,n. 矩形；长方形
extensive,adj. 广泛的；大量的；广阔的
genetic,adj. 遗传的；基因的；起源的
specimen,n. 样品，样本；标本
relentless,adj. 无情的；残酷的；不间断的
awareness,"n. 意识，认识；明白，知道
n. 人群对品牌或产品的认知"
assumption,n. 假定；设想；担任；采取
pedigree,"n. 血统；家谱
adj. 纯种的"
biography,n. 传记；档案；个人简介
unconscious,adj. 无意识的；失去知觉的；不省人事的；未发觉的
distortion,n. 变形； 失真；扭曲；曲解
flourishing,"adj. 繁荣的；繁茂的；盛行的
v. 茂盛（flourish的ing形式）"
unemployment,n. 失业；失业率；失业人数
extension,n. 延长；延期；扩大；伸展；电话分机
conditioner,n. 调节器；调节剂；调料槽
contrary,"n. 相反；反面
adj. 相反的；对立的
adv. 相反地"
decompression,n.  解压；降压
amenable,adj. 有责任的：顺从的，服从的；有义务的；经得起检验的
dietary,"n. 规定的食物；饮食的规定；食谱
adj. 饮食的，饭食的，规定食物的"
sibling,n. 兄弟姊妹；民族成员
abolish,vt. 废除，废止；取消，革除
gigantic,adj. 巨大的，庞大的
motivation,n. 动机；积极性；推动
mixture,n. 混合；混合物；混合剂
launch,"vt. 发射（导弹、火箭等）；发起，发动；使…下水
vi. 开始；下水；起飞
n. 发射；发行，投放市场；下水；汽艇"
provision,"n. 规定；条款；准备； 供应品
vt. 供给…食物及必需品"
inborn,adj. 天生的；先天的
brittle,adj. 易碎的，脆弱的；易生气的
bleach,"n. 漂白剂
vt. 使漂白，使变白
vi. 变白，漂白"
heighten,"vt. 提高；增高；加强；使更显著
vi. 升高；变强"
feminism,n. 女权主义；女权运动；男女平等主义
thoughtful,adj. 深思的；体贴的；关切的
recapture,"vt. 夺回；拿回；再体验；政府征收再经历
n. 夺回；取回；政府对公司超额收益或利润的征收"
mimic,"vt. 模仿，摹拟
n. 效颦者，模仿者；仿制品；小丑
adj. 模仿的，模拟的；假装的"
amplify,"vt. 放大，扩大；增强；详述
vi. 详述"
fluid,"n. 流体；液体
adj. 流动的；流畅的；不固定的"
overshadow,vt. 使失色；使阴暗；遮阴；夺去…的光彩
rehabilitate,"vt. 使康复；使恢复名誉；使恢复原状
vi. 复兴；复权；恢复正常生活"
adjust,"vt. 调整，使…适合；校准
vi. 调整，校准；适应"
deficient,adj. 不足的；有缺陷的；不充分的
controversy,n. 争论；论战；辩论
native,"adj. 本国的；土著的；天然的；与生俱来的；天赋的
n. 本地人；土产；当地居民"
adhere,"vi. 坚持；依附；粘着；追随
vt. 使粘附"
suppress,vt. 抑制；镇压；废止
inheritance,n. 继承；遗传；遗产
invisible,adj. 无形的，看不见的；无形的；不显眼的，暗藏的
engross,vt. 使全神贯注；用大字体书写；正式写成（决议等）；独占；吸引
predispose,vt. 预先处置；使…偏向于
civilisation,n. （英）文明（等于civilization）
expenditure,n. 支出，花费；经费，消费额
vanish,"n. 弱化音
vi. 消失；突然不见；成为零
vt. 使不见，使消失"
dissolve,"n. 叠化画面；画面的溶暗
vt. 使溶解；使分解；使液化
vi. 溶解；解散；消失"
clip,"vi. 剪；修剪；剪下报刊上的文章（或新闻、图片等）；迅速行动；用别针别在某物上，用夹子夹在某物上
n. （塑料或金属的）夹子；回纹针；修剪；剪报
vt. 剪；剪掉；缩短；给…剪毛（或发）用别针别在某物上，用夹子夹在某物上"
illusion,n. 幻觉，错觉；错误的观念或信仰
extravagance,n. 奢侈，浪费；过度；放肆的言行
extinction,n. 灭绝；消失；消灭；废止
dwindle,"vi. 减少；变小
vt. 使缩小，使减少"
underpin,vt. 巩固；支持；从下面支撑；加强…的基础
guardian,"n.  监护人，保护人；守护者
adj. 守护的"
static,"n. 静电；静电干扰
adj. 静态的；静电的；静力的"
database,n. 数据库，资料库
stimulate,"vi. 起刺激作用；起促进作用
vt. 刺激；鼓舞，激励"
deficiency,n. 缺陷，缺点；缺乏；不足的数额
equity,n. 公平，公正；衡平法；普通股；抵押资产的净值
embezzlement,n. 侵占；挪用；盗用
indulge,"vi. 沉溺；满足；放任
vt. 满足；纵容；使高兴；使沉迷于…"
reinforcement,n. 加固；增援；援军；加强
collateral,"n. 抵押品； 担保品；旁系亲属
adj. 并行的；旁系的；附属的"
proofreading,"n. （美）校对；校正
v. 校对（proofread的ing形式）"
odour,n. 气味；声誉
venture,"n. 企业；风险；冒险
vt. 敢于
vi. 冒险；投机"
amid,prep. 在其中，在其间
ceremony,n. 典礼，仪式；礼节，礼仪；客套，虚礼
synthetic,"n. 合成物
adj. 综合的；合成的，人造的"
resent,vt. 怨恨；愤恨；厌恶
determinant,"n. 决定因素； 行列式
adj. 决定性的"
complexity,n. 复杂，复杂性；复杂错综的事物
post-mortem,"n. 验尸
adv. 死后，在死后
adj. 验尸的；死后的
vt. 对……验尸"
abundant,adj. 丰富的；充裕的；盛产
erupt,"vi. 爆发；喷出；发疹；长牙
vt. 爆发；喷出"
nutrient,"n. 营养物；滋养物
adj. 营养的；滋养的"
geographical,adj. 地理的；地理学的
conventional,adj. 符合习俗的，传统的；常见的；惯例的
enduring,"adj. 持久的；能忍受的
v. 忍耐（endure的ing形式）"
materialistic,adj. 唯物主义的；唯物论的；金钱至上的
variable,"n.  变量；可变物，可变因素
adj. 变量的；可变的；易变的，多变的；变异的， 畸变的"
empirical,adj. 经验主义的，完全根据经验的；实证的
slothful,adj. 怠惰的，懒惰的；迟钝的
committee,n. 委员会
short-sighted,adj. 目光短浅的；近视的
participate,"vi. 参与，参加；分享
vt. 分享；分担
"
intimidate,vt. 恐吓，威胁；胁迫
donation,n. 捐款，捐赠物；捐赠
mould,"vi. 发霉
vt. 浇铸；用泥土覆盖
n. 模具；霉"
censure,"n. 责难
vt. 责难，责备
vi. 谴责，责备"
stride,"n. 大步；步幅；进展
vt. 跨过；大踏步走过；跨坐在…
vi. 跨；跨过；大步行走"
postpone,"vt. 使…延期；把…放在次要地位；把…放在后面
vi. 延缓，延迟；延缓发作"
subsidiary,"n. 子公司；辅助者
adj. 附属的；辅助的"
immigrant,"n. 移民，侨民
adj. 移民的；迁入的"
isolated,"adj. 孤立的；分离的；单独的； 绝缘的
v. 使孤立；使绝缘；脱离（isolate的过去分词）"
strategist,n. 战略家；军事家
prominence,n. 突出；显著；突出物；卓越
aquarium,n. 水族馆；养鱼池；玻璃缸
trait,n. 特性，特点；品质；少许
transcribe,vt. 转录；抄写
means,"n. 手段；方法；财产
v. 意思是；打算（mean的第三人称单数） "
redundant,adj. 多余的，过剩的；被解雇的，失业的；冗长的，累赘的
lateral,"adj. 侧面的，横向的
n. 侧部； 边音
vt. 横向传球"
pregnant,adj. 怀孕的；富有意义的
allusion,n. 暗示；提及
periodical,"n. 期刊；杂志
adj.  周期的；定期的"
spill,"n. 溢出，溅出；溢出量；摔下；小塞子
vi. 溢出，流出；摔下；涌流
vt. 使溢出，使流出；使摔下"
simplicity,n. 朴素；简易；天真；愚蠢
verbal,"n. 动词的非谓语形式
adj. 口头的；言语的；动词的；照字面的"
instinct,"n. 本能，直觉；天性
adj. 充满着的"
auditory,"n. 听众；礼堂
adj. 听觉的；耳朵的"
emulate,"n. 仿真；仿效
vt. 仿真；模仿；尽力赶上；同…竞争"
edify,vt. 熏陶；启发；教诲
portrait,n. 肖像；描写；半身雕塑像
accuse,"vt. 控告，指控；谴责；归咎于
vi. 指责；控告"
unsatisfactory,adj. 不令人满意的；不满足的；不符合要求的
expedition,n. 远征；探险队；迅速
relevance,n. 关联；适当；中肯
muggy,adj. 闷热的；潮湿的
spasmodic,adj. 痉挛的，痉挛性的；间歇性的
earnest,"n. 认真；定金；诚挚
adj. 认真的，热心的；重要的"
embankment,n. 路堤；堤防
incinerate,"vt. 焚化；烧成灰
vi. 把……烧成灰；烧弃"
domain,n. 领域；域名；产业；地产
symptom,n.  症状；征兆
thrill,"n. 激动；震颤；紧张
vt. 使…颤动；使…紧张；使…感到兴奋或激动
vi. 颤抖；感到兴奋；感到紧张"
occasional,adj. 偶然的；临时的；特殊场合的
sublime,"n. 崇高；顶点
adj. 庄严的；令人崇敬的；极端的；超群的
vt. 使…纯化；使…升华；使…变高尚
vi. 升华；纯化；变高尚"
gloomy,adj. 黑暗的；沮丧的；阴郁的
barren,"n. 荒地
adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的"
notoriety,n. 恶名；声名狼藉；丑名
periodic,adj. 周期的；定期的
condone,vt. 宽恕；赦免
supernatural,"n. 超自然现象；不可思议的事
adj. 超自然的；神奇的，不可思议的"
insulting,"v. 侮辱；损害（insult的ing形式）
adj. 侮辱的，无礼的；污蔑的；损害人体的"
recipe,n. 食谱； 处方；秘诀；烹饪法
cemetery,n. 墓地；公墓
large-scale,adj. 大规模的，大范围的；大比例尺的
outstanding,"adj. 杰出的；显著的；未解决的；未偿付的
n. 未偿贷款"
unorthodox,adj. 非正统的；异端的；异教的
incongruity,n. 不协调；不一致；不适宜
suckle,"vt. 给…哺乳；吮吸；养育
vi. 吃奶"
crescent,
avenue,n. 大街；林荫大道；(达到某物的)途径，手段，方法，渠道
moderate,"adj. 稳健的，温和的；适度的，中等的；有节制的
vi. 变缓和，变弱
vt. 节制；减轻"
fragment,"n. 碎片；片断或不完整部分
vt. 使成碎片
vi. 破碎或裂开"
hesitate,"vt. 踌躇，犹豫；有疑虑，不愿意
vi. 踌躇，犹豫；不愿"
startling,adj. 令人吃惊的
sprawl,"n. 蔓生；伸开手足躺卧姿势
vt. 懒散地伸开；使蔓生
vi. 蔓延；伸开手足躺；无计划地扩展"
glamour,"n. 魅力，魔力；迷人的美
vt. 迷惑，迷住"
counterpart,n. 副本；配对物；极相似的人或物
confer,"vt. 授予；给予
vi. 协商"
tenable,adj. （主张等）站得住脚的；可维持的
so-called,adj. 所谓的；号称的
arouse,"vt. 引起；唤醒；鼓励
vi. 激发；醒来；发奋"
pesticide,n. 杀虫剂
chilling,"n. 冷却；寒冷
adj. 寒冷的；冷漠的；使人恐惧的；令人寒心的；呱呱叫的（等于chillin）
v. 冷却（chill的ing形式）"
fantastic,"n. 古怪的人
adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的"
diversity,n. 多样性；差异
formidable,adj. 强大的；可怕的；令人敬畏的；艰难的
bind,"n. 捆绑；困境；讨厌的事情；植物的藤蔓
vt. 绑；约束；装订；包扎；凝固
vi. 结合；装订；有约束力；过紧"
endorse,vt. 背书；认可；签署；赞同；在背面签名
analogy,n. 类比；类推；类似
